"Author","Article","weight"
"1343306","1648412",1
"1343306","1723034",1
"1343306","1723036",1
"1343708","1693867",1
"1343880","1477263",1
"1344688","1571031",1
"1346047","1695371",1
"1346165","1648304",1
"1346247","1477293",1
"1347779","1551867",1
"1347915","1070293",1
"1348398","1547784",1
"1348933","1481597",1
"1348934","1481597",1
"1350219","1479936",1
"1350221","1479936",1
"1350222","1479936",1
"1350449","1483012",1
"1351256","1539227",1
"1351763","1484316",1
"1351918","1488085",1
"1352236","1612404",1
"1352236","1612408",2
"1353449","1554451",1
"1353821","1493092",1
"1354047","1486392",1
"1354064","1661713",1
"1355864","1488559",1
"1356600","1475042",1
"1356853","1488744",1
"1356858","1549669",1
"1357807","1498524",1
"135788","1472370",1
"1358252","1576823",1
"1358261","1668423",1
"1360087","1575966",1
"1363972","1643882",1
"1367392","1491208",1
"136813","1555722",2
"1368703","1492652",1
"1368761","1492652",1
"1369709","1520105",1
"1369890","1475042",1
"1370200","1635230",1
"1371012","1520105",1
"1372064","1495227",1
"1373849","1496680",1
"1374175","1507291",2
"1374175","1542897",2
"1374175","1581533",2
"1374175","1666198",2
"1374175","1670930",1
"1374175","1673850",1
"1374175","1677965",1
"1374713","1497645",1
"1374716","1497645",1
"1376064","1684382",1
"1376239","1475042",1
"1376275","1298492",1
"1376789","1562028",1
"1376789","1564609",1
"1376789","1564761",1
"1376789","1565482",1
"1377721","1612379",1
"1380731","1538571",1
"1380731","1652145",1
"1380768","1513969",1
"1380768","1518303",1
"138257","1542181",2
"1382864","1580682",1
"1383733","1505118",1
"1385455","1548760",1
"1385455","1548763",1
"1385456","1548760",1
"1385456","1548763",1
"1386956","1666892",1
"1386956","1708485",1
"1388190","1508835",1
"1388194","1508840",1
"1388403","1546904",1
"1390342","1510806",1
"1390342","1548450",1
"1390342","1548464",1
"1390660","1548760",1
"1390660","1548763",1
"1390702","1556439",1
"1390702","1692986",1
"1390702","1720746",1
"1390853","1543482",1
"1390919","1526872",3
"1391271","1549606",2
"1392075","1512480",1
"1392075","1600216",1
"1392075","1650592",1
"1392210","1508840",1
"1393871","1514265",1
"1394221","1513969",1
"1396199","1575350",1
"1396421","1615693",1
"1397131","1516048",2
"1397131","1517405",2
"1397131","1517896",1
"1397131","1517919",2
"1397131","1517930",1
"1397131","1518965",2
"1397131","1522882",2
"1397131","1522927",2
"1397131","1525149",2
"1397131","1529051",1
"1397131","1552861",2
"1397131","1570354",2
"1397131","1574330",2
"1397212","1516581",1
"1397212","1642577",1
"1397212","1644398",1
"1397212","1676551",1
"1397212","1676553",1
"1397212","1676555",1
"1397644","1525013",1
"1397644","1540624",1
"1399058","1360981",1
"1399257","1546057",1
"1399600","1522367",1
"1400552","1545103",2
"1400761","1730708",1
"1400814","1521111",1
"140086","1265529",1
"140086","1334382",1
"1402071","1545103",3
"1402201","1522362",1
"1402453","1522535",1
"1403148","1559214",1
"1403148","1559395",1
"1403148","1567686",1
"1403148","1594114",1
"1403148","1675646",1
"1403438","1643135",1
"1403457","1693772",1
"1403865","1576024",1
"1403865","1614745",1
"1406538","1526872",2
"1407788","1646627",1
"1407789","1564901",1
"140783","1087420",1
"140783","1087439",1
"140783","1087445",1
"140783","1109113",1
"1408522","1650597",1
"1409189","1702485",1
"1409393","1640032",1
"1410758","1532027",1
"1411150","1531942",1
"1411151","1531942",1
"1411153","1531942",1
"1411165","1539211",1
"1411165","1618968",1
"1411342","1532116",1
"1411716","1592045",1
"1411821","1594764",2
"1411821","1600250",7
"1411821","1600597",1
"1411821","1600627",1
"1411821","1600629",1
"1411821","1610011",1
"1411821","1610015",1
"1411821","1610016",1
"1411821","1683980",1
"141184","1546899",3
"141184","1546904",1
"1411844","1724576",1
"1412063","1557849",1
"141248","951874",1
"141248","951875",1
"141248","955430",1
"1413075","1551756",1
"1413075","1551758",1
"141325","1138673",1
"141326","1138673",1
"1413453","1541940",1
"1415350","1548437",1
"1415491","1578850",1
"1415633","1580667",1
"1416825","1662651",1
"1416825","1662809",1
"1416825","1664286",1
"141877","1157220",1
"1418951","1595157",1
"1419786","1541908",1
"1419987","1543927",1
"1419987","1551008",1
"1420062","1626129",1
"1420392","1726342",1
"1420392","1726423",1
"1420711","1510398",2
"1420711","1542897",1
"1420714","1542702",1
"142073","1009845",1
"1421617","1543793",1
"1421622","1633436",1
"1421652","1543793",1
"1421782","1543992",1
"1422063","1549606",1
"1422119","1544338",1
"1422406","1544609",1
"1422414","1544616",1
"1423416","1545892",1
"1423421","1545892",1
"1423424","1545892",1
"1423664","1643264",1
"1423700","1579773",1
"1424054","1543793",1
"1424057","1543793",1
"1424058","1543793",1
"1424061","1543793",1
"1424096","1543760",1
"1424100","1543760",1
"1424301","1546057",1
"1424516","1546982",1
"1424516","1554286",1
"1424516","1557041",1
"1425241","1547766",1
"1425263","1547773",1
"1425466","1580445",1
"1425471","1548006",1
"1426023","1548544",1
"1426168","1548718",1
"1426192","1548783",1
"1426700","1549324",1
"1426834","1542719",1
"1426872","1346934",2
"1426872","1437002",1
"1427131","1550033",1
"1427131","1551200",1
"1427131","1551201",3
"1427131","1551218",1
"1427131","1551220",5
"1427131","1551222",3
"1427131","1551224",1
"1427131","1551226",1
"1427131","1551229",1
"1427131","1551230",1
"1427131","1551231",7
"1427131","1551234",8
"1427131","1551235",1
"1427131","1551236",3
"1427131","1551237",1
"1427131","1551241",1
"1427131","1551245",1
"1427131","1551248",1
"1427131","1551253",1
"1427131","1551263",1
"1427131","1551280",1
"1427131","1551282",3
"1427131","1551289",1
"1427131","1551302",1
"1427131","1551311",1
"1427131","1553126",1
"1427131","1553201",1
"1427131","1553634",1
"1427131","1553640",1
"1427131","1553665",1
"1427131","1553668",1
"1427131","1553669",1
"1427131","1553671",1
"1427131","1553673",1
"1427131","1553674",1
"1427131","1553677",1
"142715","1578668",3
"142729","1260047",1
"1427296","1593269",2
"1427707","1662223",1
"1427707","1662224",1
"1427707","1662238",1
"1428824","1551184",1
"1428834","1553083",1
"1429056","1551530",1
"1429296","1551543",1
"1429297","1551543",1
"1429298","1551543",1
"1429403","1551682",1
"1429409","1551686",1
"1429414","1551691",1
"1429796","1552263",1
"1429798","1552096",1
"1429822","1552096",1
"1429921","1552181",1
"143008","1353803",1
"1430146","1552339",1
"1430293","1552421",1
"1430293","1552443",1
"1431202","1508165",2
"1431202","1591069",2
"1431732","1553795",1
"1431965","1566495",1
"1432997","1643158",1
"1432997","1706942",1
"1433218","1554991",1
"143352","1566820",1
"1433524","1555426",1
"1433554","1555491",1
"1433560","1555548",1
"1433561","1555549",1
"1433562","1555550",1
"1433565","1555558",1
"1433723","1557592",1
"1434291","1622750",2
"1434322","1622750",2
"1434585","1556550",1
"1436080","1557890",1
"1436324","1558039",1
"1438339","1560395",1
"1438553","1561612",1
"1438982","1561207",1
"1438982","1628310",1
"1439022","1559880",1
"1439064","1561298",1
"1439089","1578623",1
"1439850","1673702",1
"1439850","1673768",1
"1439909","1562460",1
"1439925","1562477",1
"1440335","1581670",1
"1440508","1563850",1
"1441480","1589761",1
"1441790","1643026",1
"1441869","1565268",1
"1441882","1565302",1
"1441883","1565306",1
"1442108","1601782",1
"1442166","1565521",1
"1442508","1565965",1
"1442659","1566089",1
"1443504","1567996",1
"1443743","1566959",1
"1443892","1578850",1
"1443892","1724855",1
"1444209","1672970",1
"1445155","1567996",1
"1445785","1725104",1
"1446026","1568767",1
"144611","1298601",1
"1446681","1656780",1
"1447323","1683523",2
"1448544","1578850",1
"1449066","1572331",1
"1449068","1572331",1
"1449077","1572335",1
"1449083","1572338",1
"1449255","1572478",1
"1449296","1572534",1
"1449701","1573385",1
"1449733","1573436",1
"1449967","1573601",1
"1450783","1574325",1
"1451572","1580401",1
"1452208","1575914",1
"1452210","1575916",1
"1452213","1575918",1
"1452224","1575935",1
"1452226","1575937",1
"1452234","1575967",1
"1452448","1574071",1
"1452721","1576345",1
"1452725","1576352",1
"1452726","1576353",1
"1452989","1575919",1
"1453079","1576024",1
"1453235","1688248",1
"1453242","1576816",1
"1453242","1576823",1
"1453279","1576823",1
"1453462","1576964",1
"1453464","1576964",1
"1453847","1554451",2
"1453847","1577167",1
"1454034","1577324",1
"1454034","1581533",2
"1454260","1577775",1
"1454260","1577780",1
"1454260","1577786",1
"1455285","1580671",1
"1455449","1578501",1
"1455477","1577786",1
"1455505","1577775",1
"1455530","1577780",1
"1455545","1578607",1
"1455545","1578624",1
"1455626","1578668",1
"1455627","1578668",1
"1455649","1578735",1
"1456004","1580261",1
"1456059","1579027",1
"1456060","1579028",1
"1456474","1579448",1
"1456474","1579945",1
"1456567","1582419",1
"1457029","1579803",1
"1457246","1579945",1
"1457533","1579090",1
"1457620","1580214",1
"1457659","1580265",1
"1457686","1580288",1
"1457687","1580289",1
"1457688","1580290",1
"1457689","1580291",1
"1457690","1580292",1
"1457691","1580294",1
"1457696","1580298",1
"1457697","1580298",1
"1457698","1580300",1
"1457699","1580301",1
"1457701","1580307",1
"1457702","1580309",1
"1457705","1580315",1
"1457706","1580317",1
"1457707","1580317",1
"1457710","1580321",1
"1457719","1580338",1
"1457732","1580355",1
"1457742","1580369",1
"1457744","1580373",1
"1457745","1580373",1
"1457755","1580391",1
"1457763","1580403",1
"1457766","1580405",1
"1457769","1580407",1
"1457770","1580409",1
"1457770","1595095",1
"1457771","1580410",1
"1457772","1580411",1
"1457773","1580412",1
"1457775","1580413",1
"1457776","1580414",1
"1457777","1580419",1
"1457779","1582444",1
"1457780","1580424",1
"1457780","1657523",1
"1457781","1580425",1
"1457787","1580432",1
"1457788","1580433",1
"1457790","1580438",1
"1457792","1580444",1
"1457793","1580445",1
"1457794","1580446",1
"1457797","1580449",1
"1457798","1580450",1
"1457799","1580450",1
"1457800","1580451",1
"1457812","1580470",1
"1457831","1580499",1
"1457882","1580587",1
"1457893","1580512",1
"1457894","1580513",1
"1457895","1580513",1
"1457938","1580670",1
"1457938","1580732",1
"1457939","1580670",1
"1457943","1580677",1
"1457979","1580745",1
"1457980","1580745",1
"1458058","1580879",1
"1458070","1580893",1
"1458081","1580600",1
"1458106","1580955",1
"1458108","1580955",1
"1458110","1580958",1
"1458118","1580966",1
"1458135","1657280",1
"1458141","1580920",1
"1458149","1581012",1
"1458151","1581014",1
"1458274","1581214",1
"1458274","1581222",1
"1458274","1598905",1
"1458274","1729601",1
"1458711","1586360",1
"1458772","1581544",1
"1458789","1580314",1
"1458798","1580366",1
"1458816","1580417",1
"1458818","1580420",1
"1458825","1580432",1
"1458830","1580434",1
"1458833","1580441",1
"1458880","1580627",1
"1459001","1648305",1
"1459001","1648306",1
"1459067","1578742",1
"1459471","1582518",1
"1462955","1585524",1
"1465725","1649936",1
"146596","1300126",1
"146596","1667612",1
"1466934","1586360",1
"146698","146510",1
"1467073","1589184",1
"1468684","1591033",1
"1468770","1644675",1
"1468946","1545103",2
"1470810","1594994",1
"1470820","1594994",1
"1470872","1593269",1
"1471064","1592903",1
"1472447","1594502",1
"1472752","1594904",1
"1473191","1479967",1
"1473628","1595157",1
"1474022","1596000",1
"1474037","1596025",1
"1474751","1727460",1
"1476932","1721610",1
"1477217","1599071",1
"1477218","1599072",1
"1477220","1599075",1
"1477495","1623045",1
"1478196","1632161",1
"1478197","1644255",1
"1479167","1636887",1
"1479214","1600910",1
"1479531","1641243",1
"1479531","1641282",1
"1479531","1641285",1
"1479531","1645183",1
"1479531","1645273",1
"1479531","1647755",1
"1479531","1664049",2
"1479869","1601548",1
"1479869","1601549",1
"148074","1450589",1
"1481094","1607425",1
"1481159","1603750",1
"1481995","1606022",1
"1482502","1605105",1
"1483116","1687663",1
"1483116","1704105",1
"1484656","1609422",1
"1484718","1668423",2
"1484868","1679797",1
"1485622","1580310",1
"1485839","1682133",1
"1486062","1610221",1
"1486112","1611740",1
"1486220","1611863",2
"1486223","1611863",2
"1486246","1611863",1
"1486811","1612882",2
"1486838","1612404",2
"1486856","1612278",1
"1487085","1612681",1
"1487304","1612404",1
"1487305","1612404",1
"1487319","1612882",2
"1487339","1612404",1
"1487341","1612872",1
"1487341","1628087",1
"1487341","1675404",1
"1487362","1612404",2
"1487363","1612404",2
"1488197","1614745",1
"1488198","1614745",1
"148848","1594870",2
"1488678","1615290",1
"1489060","1615648",1
"1489063","1615648",1
"1489165","1615693",1
"1489166","1615693",1
"1489263","1615961",1
"1489557","1713399",1
"1489665","1616312",1
"1490171","1616918",1
"1492093","1672941",1
"1492423","1619359",1
"1495356","1621515",1
"1495356","1621543",1
"1495356","1623542",1
"1495356","1640340",1
"1495356","1723424",1
"1495356","1723428",1
"1495375","1621516",1
"1496250","1638130",1
"1496359","1622445",1
"1496872","1622899",1
"1496872","1622943",1
"1497331","1659975",1
"1501912","1628765",1
"1502024","1627831",1
"15021","1009224",2
"15021","1267446",1
"15021","1312082",2
"1502313","1676207",1
"1502489","1630304",1
"1503187","1675302",1
"1503258","1630685",1
"1503499","1639826",1
"15041","1577167",1
"1504250","1632161",1
"1504250","1664282",1
"1504251","1632164",1
"1504583","1647810",1
"1508618","1638342",1
"1508618","1638355",1
"1508693","1651802",1
"1510044","1639826",1
"1510603","1640489",1
"1510603","1679772",1
"1510733","1640812",1
"1510826","1640812",1
"1511168","1641285",1
"1511353","1641524",1
"1511548","1641730",1
"1511551","1641738",1
"1511566","1644244",1
"1511586","1641730",1
"1511594","1641845",1
"1511640","1641949",1
"1511659","1641993",1
"1511728","1642152",1
"1511742","1642196",1
"1511755","1642231",1
"1511756","1642235",1
"1511770","1642284",1
"1511775","1642299",1
"1511800","1642376",1
"1511870","1642562",1
"1511876","1642578",1
"1511884","1642594",1
"1511895","1642618",1
"1511925","1642703",1
"1511939","1657469",1
"1511939","1658695",1
"1511976","1642838",1
"1511978","1667009",1
"1512025","1670204",1
"1512053","1643030",1
"1512061","1661172",1
"1512082","1643125",1
"1512084","1643135",1
"1512101","1643170",1
"1512112","1643191",1
"1512142","1643267",1
"1512157","1669714",1
"1512185","1643369",1
"1512190","1643392",1
"1512232","1643493",1
"1512271","1648854",1
"1512277","1643615",1
"1512319","1661138",1
"1512355","1643846",1
"1512368","1643871",1
"1512370","1643877",1
"1512395","1643936",1
"1512396","1643937",1
"1512402","1643963",1
"1512417","1670338",1
"1512424","1644014",1
"1512473","1664802",1
"1512495","1644187",1
"1512502","1644216",1
"1512520","1644277",1
"1512526","1644287",1
"1512544","1644344",1
"1512549","1644353",1
"1512592","1644453",1
"1512625","1644540",1
"1512653","1644628",1
"1512672","1668174",1
"1512675","1644714",1
"1512676","1644714",1
"1512691","1664282",1
"1512692","1644732",1
"1513057","1693772",1
"1513074","1645144",1
"1513122","1693772",1
"1513310","1673813",1
"1513635","1690454",2
"1513870","1646075",1
"1513870","1683523",1
"1513931","1642172",1
"1514260","1726070",1
"1514333","1642563",1
"1514342","1642578",1
"1514431","1642873",1
"1514472","1669396",1
"1514633","1646803",1
"1514640","1646804",1
"1514695","1646839",1
"1514726","1646868",1
"1514736","1646854",1
"1514844","1664691",1
"1515202","1647612",1
"1515243","1647664",1
"1515381","1677660",1
"15154","1582647",3
"1515538","1642400",1
"1516272","1648969",1
"1516700","1643717",1
"1516702","1643720",1
"1516732","1668819",1
"1516778","1644117",1
"1516787","1644277",1
"1517114","1652123",1
"1517271","1648854",1
"1517356","1650248",1
"1517358","1650250",1
"1518438","1656715",1
"1518482","1690230",1
"1518482","1690607",1
"1518482","1695727",1
"1518482","1695729",1
"1518482","1695730",1
"1518482","1695742",1
"1518563","1651519",1
"1518563","1677477",2
"1518563","1680226",1
"1518563","1685217",1
"1518563","1693974",2
"1518564","1650004",1
"1518921","1643305",1
"1519614","1652797",1
"1519715","1653079",1
"1519818","1690344",1
"1519818","1690346",1
"1519945","1653226",1
"1519987","1653240",1
"1519991","1653240",1
"1520045","1653287",1
"1520605","1728720",1
"1520913","1644054",1
"1521170","1644117",1
"1521313","1654008",1
"1522140","1655889",1
"1522140","1680332",1
"1522140","1695034",1
"1523316","1657278",1
"1523347","1669171",1
"1523355","1659137",1
"1523406","1657460",1
"1523417","1657476",1
"1523468","1657593",1
"1523725","1658923",1
"1524241","1666203",1
"1524816","1681258",1
"1524970","1657278",1
"1525289","1657478",1
"1526248","1643901",1
"1526916","1661713",1
"1526952","1661755",1
"1526958","1661762",1
"1526959","1661762",1
"1527049","1661852",1
"1527184","1688163",1
"1527686","1641845",1
"1528198","1663363",1
"1528219","1664873",1
"1528951","1664193",1
"1528980","1664199",1
"1529317","1664547",1
"1529662","1664955",1
"1530409","1665313",1
"1530779","1666198",1
"1530779","1677965",2
"1530779","1693974",2
"1531067","1450547",1
"1531269","1667388",1
"1531367","1666892",1
"1531367","1708485",1
"1531585","1644353",1
"1531703","1667499",1
"1531703","1667522",1
"1531708","1667515",1
"1533183","1573385",1
"1533265","1642196",1
"1533267","1642196",1
"1533268","1642196",1
"1534233","1670930",1
"1534346","1671155",1
"1534481","1671454",1
"1534481","1702986",1
"1534489","1688395",1
"1534489","1688446",1
"1535167","1643241",1
"1538201","1711608",1
"1538807","1676259",1
"1539177","1676555",1
"1539419","1676788",1
"1539421","1676788",1
"1539422","1676788",1
"1540142","1677496",1
"1541373","1678191",1
"1541476","1678727",1
"1541686","1679042",1
"1541687","1679042",1
"1542620","1679889",1
"1542623","1679889",1
"1543873","1723887",1
"1544360","1729087",1
"1546282","1683549",1
"1547933","1694927",1
"1549548","1697807",1
"1549750","1688841",1
"1550099","1695532",1
"1550899","1688084",1
"1550899","1693567",1
"1553340","1690269",1
"1554775","1691297",1
"1555559","1691913",1
"1556073","1712022",1
"1556640","1719148",1
"1556727","1698830",1
"1556958","1693149",1
"1556958","1693200",1
"1556958","1693208",1
"1556958","1693209",1
"15572","1601549",1
"1559425","1695215",1
"1560115","1695816",1
"1560249","1673813",1
"1560417","1657892",2
"1560995","1695742",1
"1561002","1695730",1
"1561422","1697465",1
"1563377","1699208",1
"1563470","1699304",1
"15647","1153428",1
"15647","1153519",1
"15657","1572042",1
"1569320","1703426",1
"1569628","1707627",1
"1571061","1705430",1
"1571457","1705702",1
"1572497","1706280",1
"1573110","1717749",1
"15736","1507930",2
"1574203","1710483",1
"1575139","1708166",1
"1575328","1708299",1
"157569","1070285",1
"1577823","1574533",1
"1578598","1711608",1
"1578963","1711969",1
"1580143","1717058",1
"1580224","1713383",1
"1580233","1713393",1
"1580237","1713394",1
"1580240","1713395",1
"1580244","1713397",1
"158029","1280218",3
"1580299","1713439",1
"1581142","1714238",1
"158149","1684382",2
"1581493","1714804",1
"1581493","1716425",1
"1582993","1716587",1
"1582995","1716588",1
"15831","1573385",2
"1583406","1717075",1
"1583477","1724244",1
"1583956","1717959",1
"1584144","1718136",1
"1584219","1718948",1
"1585013","1719150",1
"1585192","1719318",1
"1585192","1719328",1
"1585192","1719332",1
"1585192","1719594",1
"1585192","1719598",1
"1585464","1719667",1
"1585552","1719768",1
"1585839","1720182",1
"1585952","1720415",1
"1585952","1720424",1
"1586187","1719486",1
"1587082","1721652",1
"1587116","1723169",1
"1587116","1723221",1
"1588686","1723169",1
"1588749","1726078",1
"1589797","1724806",1
"1590346","1724576",1
"1590552","1725955",1
"1591445","1727342",1
"1591522","1727456",1
"1592293","1728580",1
"1592670","1728888",1
"1592670","1728895",1
"159567","1325510",3
"159950","1112064",1
"159950","1335790",2
"16052","1582647",1
"161208","1369681",1
"16157","1536426",1
"161894","1081775",1
"16200","1572042",1
"16333","1069906",2
"16333","1300126",1
"16333","1591065",1
"163768","1153519",1
"163813","1369681",1
"163813","1456753",2
"163813","1546904",1
"1641","1533931",1
"1641","1580219",1
"166029","1010360",1
"16609","1578850",2
"167351","1572042",2
"16772","1227883",1
"16822","1496498",1
"16839","1507930",2
"169031","1127871",1
"169031","1590147",3
"169031","1590148",3
"169031","1679750",1
"169031","1693876",1
"16921","1572042",1
"169210","931007",1
"16956","1647939",1
"16992","1318253",2
"17037","1260047",1
"17037","1325510",1
"17037","1533931",1
"17037","1578668",1
"17037","1580219",1
"170814","1531477",1
"171718","1664990",1
"171718","1724576",1
"171739","978773",1
"17269","1578850",2
"172948","1572042",1
"17399","1325510",1
"17399","1578668",2
"17402","1002402",1
"17402","1711582",1
"17403","1011230",2
"17403","876962",2
"17432","1011230",2
"17432","876962",2
"174751","1572042",2
"17735","1572042",1
"17753","1260047",1
"17753","1318253",1
"178128","1581555",1
"178128","1622823",2
"178850","979662",1
"17982","1546904",1
"17982","1577167",2
"17984","1069906",2
"18004","1578668",2
"180248","1148682",1
"180248","1264883",1
"180248","1396754",8
"180248","1471882",2
"180248","1561229",1
"182577","1548437",1
"182652","1083391",1
"182652","1531942",1
"182652","1542181",3
"182652","1696112",1
"182652","1696155",1
"182652","1723229",1
"183809","1507930",1
"185760","443581",1
"18621","1136197",1
"18621","1369681",4
"18621","1474961",1
"18621","1478796",1
"18621","1489241",1
"18621","1522367",1
"18621","1544745",1
"18621","1577167",2
"186491","1726142",1
"186491","1726154",1
"186593","1132440",1
"187651","1546057",1
"189248","1657892",2
"190495","1483790",2
"190495","1684382",1
"190728","1449505",2
"190728","1641803",1
"199369","1300174",2
"199570","1533931",2
"199608","1622750",1
"201444","1548437",3
"20205","1554451",2
"20205","1577167",3
"202128","1153205",1
"2024","1279700",1
"20249","1082748",1
"202588","1353803",1
"20286","1578668",1
"202909","1308454",1
"20360","1577167",2
"203741","1577167",1
"20404","1345627",1
"20404","1546899",3
"20404","1546904",3
"20404","1546906",4
"20438","1069906",1
"206474","1520105",2
"208050","1578850",2
"208050","1594870",1
"208218","1120845",2
"208769","1277583",1
"208790","1300126",3
"208910","1578668",2
"2092","1325510",2
"2092","1369681",1
"2092","1542181",2
"2092","1578668",1
"209409","1507930",1
"209590","1502801",1
"209629","1520105",2
"211009","1467863",1
"211049","1265529",1
"211049","1334382",1
"211049","1472068",2
"2139","947929",1
"214217","416505",1
"21453","1577167",1
"21488","1369681",1
"216288","1141544",1
"21808","1345627",1
"21808","1546899",6
"21808","1546904",4
"21808","1546905",1
"21808","1546906",4
"218890","1577167",1
"220688","1542688",1
"222015","1692167",2
"223168","1572720",1
"223550","1577167",2
"223637","1548437",2
"223637","1580219",1
"223637","1581555",1
"223948","1023021",2
"223948","1316960",1
"22409","1308454",1
"224670","1533931",2
"224755","1300126",1
"224848","1531942",1
"224916","1120810",1
"228201","1548632",1
"22854","1578850",2
"228579","1244222",1
"229293","1578668",1
"229639","1533931",1
"231031","1300126",2
"231031","1667612",1
"231358","1403091",1
"231368","1069906",2
"231680","1329330",1
"231796","1167291",1
"232991","1542181",2
"233440","1167783",1
"23354","1727699",1
"23354","1728960",1
"23354","1728974",1
"234237","1589778",1
"234237","1591181",1
"234404","1545103",1
"235051","1023021",3
"235051","1256380",1
"235051","1264883",2
"235051","1265833",1
"235051","1265839",1
"235051","1296733",4
"235051","1306733",1
"235051","1329406",1
"235051","1349357",3
"235051","1354677",2
"235051","1369623",1
"235051","1392211",2
"235051","1396754",2
"235051","1398462",2
"235051","1501144",5
"235051","1507291",1
"235051","1526872",1
"235051","1532273",1
"235051","1543482",1
"235051","1561229",5
"235051","1574342",5
"235051","1581533",2
"235051","1583985",4
"235051","1616255",1
"235051","1619819",5
"235051","1622805",2
"235051","1625829",3
"235051","1711969",1
"235051","896845",1
"235246","1156712",1
"235246","1157226",1
"23667","1348703",1
"237310","225784",1
"237559","1575967",1
